latitude,longitude
14.622869,-90.52906800000001
33.580412,130.396361
38.908642,-77.015381
47.610786,-122.33130600000001
42.7375,-84.483779
42.455233,-76.475847
29.813822,-95.36529499999999
15.185916,120.54186999999999
40.697132,-73.931351
53.361675,-6.2454849999999995
40.697132,-73.931351
40.697132,-73.931351
46.731958,-117.162603
-30.034108000000003,-51.217839
-34.61768,-58.444435
35.76625,-117.370674
35.76625,-117.370674
40.697132,-73.931351
29.813822,-95.36529499999999
38.973065000000005,-95.23653399999999
37.023676,-94.735504
34.097865999999996,-118.407379
38.624421000000005,-90.150603
32.715695000000004,-117.16171899999999
42.455233,-76.475847
28.949564000000002,-95.344371
37.874043,-122.280022
39.176086,-94.574127
39.176086,-94.574127
39.176086,-94.574127
35.76625,-117.370674
33.783823999999996,-118.11408999999999
34.097865999999996,-118.407379
31.950001,35.933331
34.097865999999996,-118.407379
34.097865999999996,-118.407379
34.097865999999996,-118.407379
39.176086,-94.574127
39.176086,-94.574127
39.176086,-94.574127
35.76625,-117.370674
37.791927,-122.22590600000001
47.610786,-122.33130600000001
47.610786,-122.33130600000001
47.610786,-122.33130600000001
47.610786,-122.33130600000001
40.697132,-73.931351
38.954344,-95.25579599999999
34.097865999999996,-118.407379
35.76625,-117.370674
37.874043,-122.280022
37.874043,-122.280022
43.064388,-87.966202
40.102408000000004,-88.227159
34.062684999999995,-117.16318100000001
18.379626000000002,-67.18842099999999
18.379626000000002,-67.18842099999999
18.379626000000002,-67.18842099999999
18.379626000000002,-67.18842099999999
37.424305,-122.14391299999998
39.308341999999996,-76.616104
40.697132,-73.931351
40.697132,-73.931351
41.106178,28.689863
40.008171000000004,-75.13549
42.7375,-84.483779
42.7375,-84.483779
42.7375,-84.483779
30.443334999999998,-91.186994
30.443334999999998,-91.186994
45.031807,-93.336547
41.657825,-91.526534
41.312065000000004,-72.928288
42.056459000000004,-87.675267
33.882923,-117.92910400000001
42.025345,-93.620199
38.788097,-90.497479
52.50153,13.401851
52.50153,13.401851
40.697132,-73.931351
30.443334999999998,-91.186994
42.290156,-71.04897
18.386932,-66.061127
40.697132,-73.931351
39.640397,-86.861622
41.316324,-72.92234300000001
40.697132,-73.931351
40.697132,-73.931351
40.1142,-88.243499
40.1142,-88.243499
-25.282773000000002,-57.63561
39.645039000000004,-79.183128
35.904912,-79.046913
35.22076,-97.44659899999999
40.347457,-94.87290899999999
52.50153,13.401851
46.404973,-117.00934099999999
25.720851,-80.277857
28.538234999999997,-81.37738900000001
40.697132,-73.931351
37.791927,-122.22590600000001
46.143582,-122.92564499999999
40.336585,-75.92784300000001
45.511795,-122.675629
33.73787,-118.28466399999999
45.511795,-122.675629
42.301631,-71.067605
40.697132,-73.931351
41.356445,-72.096469
40.818985,-73.595724
34.097865999999996,-118.407379
38.551295,-121.471066
52.50153,13.401851
38.908642,-77.015381
46.198392,6.142296
29.813822,-95.36529499999999
42.331685,-83.047924
41.579662,-93.62150600000001
40.759505,-111.88822900000001
36.312,-78.5882
25.774591,-80.21419499999999
42.45717,-71.064049
40.697132,-73.931351
33.783823999999996,-118.11408999999999
36.312,-78.5882
52.50153,13.401851
-34.891151,-56.187214000000004
52.50153,13.401851
47.610786,-122.33130600000001
40.697132,-73.931351
38.550245000000004,-90.332723
30.588140999999997,-84.580929
40.201190000000004,-77.18916899999999
25.774591,-80.21419499999999
35.76625,-117.370674
40.697132,-73.931351
44.946604,-93.13644599999999
42.025345,-93.620199
36.312,-78.5882
36.312,-78.5882
36.312,-78.5882
34.097865999999996,-118.407379
42.301631,-71.067605
42.301631,-71.067605
38.579065,-121.49101399999999
33.44826,-112.075774
40.697132,-73.931351
33.882923,-117.92910400000001
-34.61768,-58.444435
-34.891151,-56.187214000000004
37.791927,-122.22590600000001
32.715695000000004,-117.16171899999999
40.697132,-73.931351
11.586558,122.753716
30.443334999999998,-91.186994
41.524935,-88.084594
45.511795,-122.675629
37.791927,-122.22590600000001
34.097865999999996,-118.407379
14.67428,121.05749499999999
52.50153,13.401851
52.50153,13.401851
40.697132,-73.931351
37.874043,-122.280022
31.950001,35.933331
31.950001,35.933331
33.96307,-118.232573
41.842602,-87.681229
37.791927,-122.22590600000001
10.063506,-69.334722
35.724533,51.405190000000005
40.697132,-73.931351
31.950001,35.933331
31.950001,35.933331
40.946915000000004,-90.364659
40.731970000000004,-74.174184
31.950001,35.933331
-22.908278,-43.197026
35.724533,51.405190000000005
41.260675,-95.940469
-34.891151,-56.187214000000004
37.005322,-89.176156
37.005105,-89.17626899999999
41.579662,-93.62150600000001
39.176086,-94.574127
52.50153,13.401851
52.50153,13.401851
33.887157,-118.410843
37.831455,-122.285164
40.697132,-73.931351
40.697132,-73.931351
37.874043,-122.280022
37.874043,-122.280022
41.842602,-87.681229
37.755363,-122.443352
41.579662,-93.62150600000001
52.50153,13.401851
37.755363,-122.443352
40.697132,-73.931351
32.500640000000004,-94.741075
55.011562,-7.3120449999999995
55.011562,-7.3120449999999995
54.607712,-5.95621
54.607712,-5.95621
54.607712,-5.95621
42.331685,-83.047924
41.579662,-93.62150600000001
43.118460999999996,-87.902289
40.617622999999995,-74.417061
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
43.074701,-88.008394
42.290156,-71.04897
-22.908278,-43.197026
38.908642,-77.015381
37.874043,-122.280022
38.908642,-77.015381
38.908642,-77.015381
38.908642,-77.015381
38.908642,-77.015381
41.260675,-95.940469
33.895285,-118.224329
40.697132,-73.931351
47.610786,-122.33130600000001
40.697132,-73.931351
40.697132,-73.931351
32.500640000000004,-94.741075
41.084195,-81.514059
40.5894,-73.666354
37.755363,-122.443352
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
33.948315,-86.472939
38.232471000000004,-122.644448
48.139126,11.580186
42.039274,-87.859977
5.059097,-75.50596
41.637675,-70.930869
37.424305,-122.14391299999998
41.842602,-87.681229
40.697132,-73.931351
41.842602,-87.681229
40.697132,-73.931351
44.943829,-93.093326
41.842602,-87.681229
40.697132,-73.931351
40.697132,-73.931351
32.715695000000004,-117.16171899999999
40.697132,-73.931351
43.064388,-87.966202
37.99749,23.762728
43.064388,-87.966202
39.933448999999996,-75.10674300000001
12.103822000000001,-86.267014
34.097865999999996,-118.407379
-8.048021,-34.876338
40.697132,-73.931351
38.62774,-90.19951400000001
43.939135,-90.820369
40.697132,-73.931351
43.939135,-90.820369
43.939135,-90.820369
37.755363,-122.443352
37.755363,-122.443352
-34.891151,-56.187214000000004
29.813822,-95.36529499999999
42.815371999999996,-1.653616
37.774421999999994,-122.275475
41.842602,-87.681229
-34.891151,-56.187214000000004
-34.891151,-56.187214000000004
-34.891151,-56.187214000000004
-34.422436,-58.73775500000001
35.2225,-80.837539
52.370216,4.895168
40.697132,-73.931351
50.836426,4.367415
37.874043,-122.280022
43.064388,-87.966202
-26.808284999999998,-65.21759
33.871124,-117.861401
37.338475,-121.88579399999999
52.50153,13.401851
39.26931,-76.503519
37.97457,-122.532474
-31.632368,-60.699358999999994
45.511795,-122.675629
54.077313000000004,-6.6087869999999995
52.50153,13.401851
52.50153,13.401851
33.60651,-88.650419
41.260675,-95.940469
44.964985,-93.260193
40.697132,-73.931351
-34.891151,-56.187214000000004
38.908642,-77.015381
39.464791,-76.829198
37.874043,-122.280022
-34.891151,-56.187214000000004
44.04483,-123.07260600000001
44.943829,-93.093326
39.308341999999996,-76.616104
43.07295,-89.38669399999999
19.371887,-99.086624
42.505832,-71.19376
52.50153,13.401851
42.377003,-71.11666
35.948199,-77.79520699999999
37.90118,-122.061628
38.908642,-77.015381
37.874043,-122.280022
37.90118,-122.061628
33.946154,-118.082952
38.908642,-77.015381
33.948005,-83.37732199999999
39.930771,32.767540000000004
31.950001,35.933331
-34.891151,-56.187214000000004
40.008171000000004,-75.13549
37.99749,23.762728
37.755363,-122.443352
37.432805,-121.897259
37.548148,-121.98856599999999
35.14968,-90.048929
44.943829,-93.093326
-34.891151,-56.187214000000004
54.607712,-5.95621
43.064388,-87.966202
33.745573,-117.867834
41.82277,-90.538969
34.097865999999996,-118.407379
50.11797,8.644191000000001
47.36865,8.539182
52.370216,4.895168
52.370216,4.895168
42.581759999999996,-71.792259
52.50153,13.401851
-31.399301,-64.182129
43.07295,-89.38669399999999
29.647665000000003,-82.348458
31.950001,35.933331
-34.891151,-56.187214000000004
-34.61768,-58.444435
51.504387,-0.140041
-34.891151,-56.187214000000004
-34.891151,-56.187214000000004
-32.951052000000004,-60.666365
41.67086,-83.543846
42.811978,-70.872638
42.350097,-71.156442
-34.891151,-56.187214000000004
40.697132,-73.931351
52.50153,13.401851
40.697132,-73.931351
-34.891151,-56.187214000000004
40.697132,-73.931351
40.697132,-73.931351
54.607712,-5.95621
35.724533,51.405190000000005
39.308341999999996,-76.616104
38.395649,27.135640999999996
44.04483,-123.07260600000001
39.162608,-76.624689
39.930771,32.767540000000004
39.930771,32.767540000000004
46.803137,-71.241298
41.842602,-87.681229
37.264891,-81.240268
39.930771,32.767540000000004
40.697132,-73.931351
47.610786,-122.33130600000001
34.419255,-119.69886899999999
37.97457,-122.532474
37.874043,-122.280022
-34.891151,-56.187214000000004
48.777105999999996,9.180769
29.813822,-95.36529499999999
46.803137,-71.241298
35.724533,51.405190000000005
40.697132,-73.931351
42.36679,-71.10601899999999
48.139126,11.580186
42.36679,-71.10601899999999
-34.891151,-56.187214000000004
-34.891151,-56.187214000000004
-34.891151,-56.187214000000004
-34.891151,-56.187214000000004
39.176086,-94.574127
-34.61768,-58.444435
48.139126,11.580186
33.683734,-117.79460900000001
33.683734,-117.79460900000001
-34.61768,-58.444435
37.005105,-89.17626899999999
-37.813187,144.96298000000002
37.005105,-89.17626899999999
37.755363,-122.443352
42.331685,-83.047924
41.890961,12.490069
37.005105,-89.17626899999999
37.005105,-89.17626899999999
38.908642,-77.015381
33.683734,-117.79460900000001
-34.61768,-58.444435
39.930771,32.767540000000004
51.504387,-0.140041
27.199990000000003,-80.255359
43.111261,-87.89863199999999
33.62905,-117.691249
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
35.724533,51.405190000000005
24.891115,67.143311
36.740685,-119.785734
36.740685,-119.785734
41.001845,-80.34724
42.278044,-83.738224
-34.61768,-58.444435
-34.864823,-57.90851899999999
52.50153,13.401851
37.005105,-89.17626899999999
44.964985,-93.260193
37.005105,-89.17626899999999
50.11797,8.644191000000001
39.930771,32.767540000000004
41.842602,-87.681229
18.386932,-66.061127
18.386932,-66.061127
18.386932,-66.061127
18.386932,-66.061127
-34.61768,-58.444435
27.771185,-82.639319
54.607712,-5.95621
27.807403000000004,-82.689767
-34.61768,-58.444435
-34.61768,-58.444435
-34.61768,-58.444435
39.930771,32.767540000000004
-34.891151,-56.187214000000004
45.511795,-122.675629
35.046440000000004,-85.309464
14.596051000000001,120.97866599999999
27.771185,-82.639319
18.386932,-66.061127
39.930771,32.767540000000004
40.697132,-73.931351
40.697132,-73.931351
37.874043,-122.280022
18.386932,-66.061127
-34.891151,-56.187214000000004
50.11797,8.644191000000001
-34.891151,-56.187214000000004
43.291618,-1.977903
-34.891151,-56.187214000000004
-34.891151,-56.187214000000004
44.04483,-123.07260600000001
-22.908278,-43.197026
38.973065000000005,-95.23653399999999
-34.891151,-56.187214000000004
-34.891151,-56.187214000000004
40.697132,-73.931351
41.18188,-73.19126899999999
34.41217,-119.85703999999998
41.807741,-72.25398
-34.891151,-56.187214000000004
-34.891151,-56.187214000000004
26.011201,-80.14949
-34.891151,-56.187214000000004
37.54703,-122.314834
43.113655,-87.900289
54.607712,-5.95621
39.930771,32.767540000000004
33.655968,-84.448957
39.930771,32.767540000000004
-31.399301,-64.182129
42.919882,-3.060073
49.294641999999996,8.69774
34.06857,-118.027606
35.214905,-80.001234
48.139126,11.580186
34.0961,-117.716404
34.200340000000004,-119.18043899999999
34.054829999999995,-117.75003400000001
38.355878999999995,38.296473999999996
-34.891151,-56.187214000000004
48.139126,11.580186
38.908642,-77.015381
34.038253999999995,-117.752109
34.055103,-117.749991
-34.891151,-56.187214000000004
39.930771,32.767540000000004
34.055103,-117.749991
33.783590000000004,-118.353879
37.755363,-122.443352
48.139126,11.580186
40.697132,-73.931351
40.697132,-73.931351
48.139126,11.580186
40.697132,-73.931351
37.755363,-122.443352
37.755363,-122.443352
41.479561,-81.675461
39.930771,32.767540000000004
39.930771,32.767540000000004
11.583513,37.397019
-34.68631,-58.528473
40.697132,-73.931351
39.930771,32.767540000000004
39.930771,32.767540000000004
26.714388,-80.052689
-34.891151,-56.187214000000004
-34.891151,-56.187214000000004
-34.891151,-56.187214000000004
54.607712,-5.95621
18.456792,-69.951164
18.456792,-69.951164
48.139126,11.580186
39.930771,32.767540000000004
34.097865999999996,-118.407379
-31.399301,-64.182129
38.395649,27.135640999999996
38.395649,27.135640999999996
-34.891151,-56.187214000000004
37.791927,-122.22590600000001
35.2225,-80.837539
34.419255,-119.69886899999999
50.11797,8.644191000000001
54.607712,-5.95621
54.637969999999996,-6.14485
39.930771,32.767540000000004
37.146795000000004,49.536102
54.452223,-7.486124
26.714388,-80.052689
39.930771,32.767540000000004
57.696994,11.9865
41.084195,-81.514059
10.482834,-66.962128
39.930771,32.767540000000004
14.596051000000001,120.97866599999999
39.930771,32.767540000000004
36.974025,-122.03095400000001
33.764496,-84.43208299999999
40.097625,-74.85726899999999
39.930771,32.767540000000004
54.607712,-5.95621
18.442164000000002,-66.026298
18.442164000000002,-66.026298
18.386932,-66.061127
18.386932,-66.061127
18.386932,-66.061127
39.930771,32.767540000000004
41.106178,28.689863
41.106178,28.689863
9.933333,-84.083333
39.930771,32.767540000000004
25.774591,-80.21419499999999
10.482834,-66.962128
39.930771,32.767540000000004
34.097865999999996,-118.407379
54.607712,-5.95621
21.3,-157.81896799999998
37.874043,-122.280022
18.386932,-66.061127
15.153001999999999,120.59194199999999
10.482834,-66.962128
34.097865999999996,-118.407379
38.908642,-77.015381
40.697132,-73.931351
40.697132,-73.931351
34.419255,-119.69886899999999
37.874043,-122.280022
39.930771,32.767540000000004
21.3,-157.81896799999998
33.42558,-94.048254
33.42558,-94.048254
33.42558,-94.048254
33.42558,-94.048254
54.607712,-5.95621
38.62774,-90.19951400000001
38.62774,-90.19951400000001
40.079609000000005,-104.812912
48.139126,11.580186
-34.891151,-56.187214000000004
49.4019,8.680285000000001
54.607712,-5.95621
29.813822,-95.36529499999999
45.511795,-122.675629
41.106178,28.689863
41.106178,28.689863
51.924215999999994,4.481776
-34.891151,-56.187214000000004
37.54703,-122.314834
37.755363,-122.443352
42.455233,-76.475847
28.505025,-16.192648000000002
30.33138,-81.655799
52.50153,13.401851
40.697132,-73.931351
42.407484000000004,-71.119023
37.906032,-122.548169
42.359139,-83.066546
34.225528999999995,-118.87891100000002
45.469212,9.174508
39.930771,32.767540000000004
39.308341999999996,-76.616104
-31.399301,-64.182129
38.395649,27.135640999999996
37.755363,-122.443352
40.697132,-73.931351
14.596051000000001,120.97866599999999
40.697132,-73.931351
39.758967999999996,-104.876305
37.474249,49.458725
32.65246,51.674620000000004
35.724533,51.405190000000005
34.097865999999996,-118.407379
40.465595,-3.6962629999999996
33.953348999999996,-117.396156
41.400635,2.150913
34.097865999999996,-118.407379
42.24088,-83.613089
31.530345,-83.835349
37.089185,-122.08675600000001
18.386932,-66.061127
18.386932,-66.061127
39.930771,32.767540000000004
39.930771,32.767540000000004
39.930771,32.767540000000004
34.097865999999996,-118.407379
37.338475,-121.88579399999999
35.724533,51.405190000000005
59.332788,18.064488
36.736419,-119.78919599999999
39.930771,32.767540000000004
-34.921295,-57.954333
40.697132,-73.931351
37.424305,-122.14391299999998
18.386932,-66.061127
34.097865999999996,-118.407379
40.697132,-73.931351
40.697132,-73.931351
41.400635,2.150913
40.697132,-73.931351
18.386932,-66.061127
36.740685,-119.785734
37.874043,-122.280022
44.883175,-93.283006
40.697132,-73.931351
36.740685,-119.785734
37.424305,-122.14391299999998
37.235807,-121.96241599999999
37.906032,-122.545048
37.424305,-122.14391299999998
41.0981,-80.650789
34.0961,-117.716404
34.097718,-117.70945
34.106066999999996,-117.716404
37.906032,-122.545048
34.097865999999996,-118.407379
37.791927,-122.22590600000001
34.097865999999996,-118.407379
-34.458721000000004,-58.90725
34.097865999999996,-118.407379
34.097865999999996,-118.407379
37.235807,-121.96241599999999
37.874043,-122.280022
37.338475,-121.88579399999999
42.206390999999996,-71.004817
36.974025,-122.03095400000001
42.815371999999996,-1.653616
-16.509317000000003,-68.10434000000001
39.930771,32.767540000000004
39.728352,-121.84198500000001
36.740685,-119.785734
37.625510999999996,-122.432556
35.724533,51.405190000000005
41.400635,2.150913
39.728352,-121.83734799999999
39.728352,-121.83734799999999
33.425509999999996,-111.93741899999999
39.113789000000004,-94.76535799999999
33.973704999999995,-117.32806399999998
52.50153,13.401851
10.482834,-66.962128
37.322359999999996,-122.032133
34.022442,-118.166974
37.577883,-122.34811
38.525255,-118.624627
41.657825,-91.526534
43.291618,-1.977903
54.607712,-5.95621
34.097865999999996,-118.407379
37.874043,-122.280022
36.068994,-79.79470400000001
34.186531,-118.145775
18.456792,-69.951164
34.097865999999996,-118.407379
34.097865999999996,-118.407379
34.250636,-118.61481
39.308341999999996,-76.616104
26.714388,-80.052689
41.842602,-87.681229
35.724533,51.405190000000005
39.930771,32.767540000000004
37.742578,20.896501999999998
41.106178,28.689863
52.50153,13.401851
31.285505999999998,48.643415999999995
52.50153,13.401851
52.50153,13.401851
52.50153,13.401851
40.697132,-73.931351
37.338475,-121.88579399999999
40.697132,-73.931351
37.625510999999996,-122.432556
54.607712,-5.95621
-31.399301,-64.182129
37.791927,-122.22590600000001
37.90118,-122.061628
54.607712,-5.95621
41.77033,-87.81851999999999
43.291618,-1.977903
37.002437,-89.171826
34.097865999999996,-118.407379
38.951603000000006,-0.138765
40.697132,-73.931351
37.454696999999996,-122.17790900000001
38.232471000000004,-122.644448
12.825647,44.846416
34.097865999999996,-118.407379
34.13149,-118.10156699999999
40.465595,-3.6962629999999996
34.097865999999996,-118.407379
34.097865999999996,-118.407379
34.022425,-118.167056
36.974025,-122.03095400000001
34.097865999999996,-118.407379
40.697132,-73.931351
37.338475,-121.88579399999999
40.863958000000004,-73.630786
34.097865999999996,-118.407379
34.097865999999996,-118.407379
37.791927,-122.22590600000001
34.097865999999996,-118.407379
40.658455,-73.58721899999999
34.097865999999996,-118.407379
43.258434,-2.9218189999999997
40.697132,-73.931351
34.097865999999996,-118.407379
42.815371999999996,-1.653616
37.338475,-121.88579399999999
34.015147,-118.122896
34.097865999999996,-118.407379
34.097865999999996,-118.407379
41.823875,-71.41199399999999
32.715695000000004,-117.16171899999999
54.607712,-5.95621
54.607712,-5.95621
43.18418,-2.473289
40.465595,-3.6962629999999996
41.614152000000004,0.625783
34.042309,-118.141507
37.755363,-122.443352
36.999276,-122.003482
40.697132,-73.931351
37.950322,27.373265999999997
-31.399301,-64.182129
37.089185,-122.08675600000001
41.400635,2.150913
34.081074,-118.394081
54.607712,-5.95621
54.607712,-5.95621
54.794883999999996,-7.5373850000000004
55.011562,-7.3120449999999995
40.697132,-73.931351
54.607712,-5.95621
54.607712,-5.95621
40.438334999999995,-79.99745899999999
54.607712,-5.95621
33.44865,-84.454564
33.764496,-84.43208299999999
42.761624,-72.511495
41.479561,-81.675461
40.697132,-73.931351
40.74617,-74.032814
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
40.74617,-74.032814
40.74617,-74.032814
40.74617,-74.032814
40.74617,-74.032814
40.74617,-74.032814
40.697132,-73.931351
40.697132,-73.931351
40.465595,-3.6962629999999996
41.583193,-87.499736
40.465595,-3.6962629999999996
54.607712,-5.95621
54.607712,-5.95621
34.097865999999996,-118.407379
37.755363,-122.443352
41.890961,12.490069
37.755363,-122.443352
38.579065,-121.49101399999999
37.54703,-122.314834
37.755363,-122.443352
34.097865999999996,-118.407379
37.755363,-122.443352
54.077313000000004,-6.6087869999999995
54.607712,-5.95621
42.636876,-83.288425
11.558831,104.917445
11.558831,104.917445
32.462925,-84.987629
35.487474,-80.622003
35.078014,-78.963646
54.226409999999994,-7.649053
54.607712,-5.95621
54.183052,-6.341387999999999
37.755363,-122.443352
33.888523,35.503513
54.552254000000005,-6.086832
54.607712,-5.95621
54.607712,-5.95621
55.011562,-7.3120449999999995
54.531707,-6.737144
54.607712,-5.95621
31.771599,35.2034
54.607712,-5.95621
54.607712,-5.95621
42.651445,-73.75525400000001
54.607712,-5.95621
54.819164,-7.467909
40.617622999999995,-74.417061
41.890961,12.490069
40.697132,-73.931351
40.697132,-73.931351
35.724533,51.405190000000005
52.50153,13.401851
40.697132,-73.931351
34.097865999999996,-118.407379
45.511795,-122.675629
42.331685,-83.047924
55.011562,-7.3120449999999995
54.607712,-5.95621
55.011562,-7.3120449999999995
51.504387,-0.140041
54.607712,-5.95621
54.530989,-6.02939
54.607712,-5.95621
27.94653,-82.45926899999999
54.607712,-5.95621
31.950001,35.933331
50.666667,17.933332999999998
33.764496,-84.43208299999999
54.607712,-5.95621
35.724533,51.405190000000005
41.106178,28.689863
36.974025,-122.03095400000001
37.755363,-122.443352
42.358635,-71.056699
54.607712,-5.95621
54.607712,-5.95621
55.011562,-7.3120449999999995
54.607712,-5.95621
34.097865999999996,-118.407379
40.697132,-73.931351
54.607712,-5.95621
54.607712,-5.95621
54.607712,-5.95621
55.011562,-7.3120449999999995
53.361675,-6.2454849999999995
40.654614,-73.559413
54.607712,-5.95621
41.400635,2.150913
34.097865999999996,-118.407379
54.607712,-5.95621
33.764496,-84.43208299999999
-23.550711,-46.633475
-23.550711,-46.633475
-23.550711,-46.633475
38.395649,27.135640999999996
54.463367000000005,-6.328597
55.011562,-7.3120449999999995
31.950001,35.933331
40.697132,-73.931351
54.607712,-5.95621
54.607712,-5.95621
35.205894,-97.445714
42.36679,-71.10601899999999
37.755363,-122.443352
35.205894,-97.445714
35.205894,-97.445714
43.618518,-116.214619
42.29776,-71.289744
40.75815,-73.32773900000001
54.607712,-5.95621
52.50153,13.401851
23.583333,119.58333
39.933448999999996,-75.10674300000001
-33.873651,151.20689
54.819164,-7.467909
54.463367000000005,-6.328597
54.183052,-6.341387999999999
54.607712,-5.95621
30.084629,31.334314000000003
54.607712,-5.95621
43.18418,-2.473289
52.50153,13.401851
54.077313000000004,-6.6087869999999995
29.591325,52.58361
41.084195,-81.514059
54.607712,-5.95621
54.607712,-5.95621
40.697132,-73.931351
54.607712,-5.95621
44.79808,-93.526664
37.424305,-122.14391299999998
54.351321999999996,-6.837455
54.607712,-5.95621
43.2482,-1.9905169999999999
54.794883999999996,-7.5373850000000004
54.607712,-5.95621
54.819164,-7.467909
51.504387,-0.140041
46.198392,6.142296
42.365288,-71.104359
54.607712,-5.95621
54.607712,-5.95621
54.607712,-5.95621
42.36679,-71.10601899999999
54.607712,-5.95621
39.933448999999996,-75.10674300000001
39.930771,32.767540000000004
55.011562,-7.3120449999999995
8.994269000000001,-79.518792
11.586558,122.753716
43.15,-2.610278
-34.098808,-59.032291
54.607712,-5.95621
42.88544,-78.87846400000001
32.715695000000004,-117.16171899999999
37.755363,-122.443352
37.755363,-122.443352
41.842602,-87.681229
41.842602,-87.681229
41.842602,-87.681229
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
54.607712,-5.95621
54.684823,-5.965868
31.502407,34.459742999999996
35.724533,51.405190000000005
35.724533,51.405190000000005
35.724533,51.405190000000005
39.930771,32.767540000000004
37.424305,-122.14391299999998
37.424305,-122.14391299999998
54.607712,-5.95621
40.465595,-3.6962629999999996
54.250039,-6.703625
40.697132,-73.931351
48.208174,16.373819
40.697132,-73.931351
40.697132,-73.931351
40.697132,-73.931351
54.25569599999999,-5.948804
40.697132,-73.931351
55.011562,-7.3120449999999995
